text,label
maaf ya teman  mimin ngerti kalo ga internetan ngebetein banget mimin pengen banget bantu kendala kakak yuk infokan no  tipe perangkatnya via dm terima kasih el,positive
astagahhhhh  kutuk nih lemot bgt astagahhhh pake unlimited jam segini hrsnya kuota tp tiktok aja gabisa astagahhhhh,negative
 sinyalnya jelek,negative
pas bgt tuh kak kuota super gak khawatir keabisan kuota ya setia pakai akses  ya biar bebas akses aplikasi tapi terima kasih teman setia  rendi,positive
beuhhh bener banget kak pasti seru banget akses internet smartrfen gunain internet unlimitednya no dramadrama kehabisan paket internet deh kak yuk akses internet  terima kasiharlan,positive
kini olahraga rumah lakukan no drama no ribet semenjak pake  unlimited harian bs internetan jam aplikasi kemudahan benefit x unlimitednya ,positive
mimin nih teman  tetap jaga kesehatan lupa pakai masker ya kak terima kasih sobat setia  mandala,positive
ayo teman aktifkan paket elite dng migrasikan nomor nya pascabayar dahlu mellalui galeri  terdekat ya terima kasih rahza,positive
iya teman  ketinggalan yuk beli paketnya info produk  cek link terima kasih teman  dul,positive
beuhhh seru banget tuh kak jangan sampe kelewat ya kak keseruannya jangan lupa streamingannya  ya kak terima kasiharlan,positive
sayang bgt ya teman  internetnya agar mimin cek detailnya yuk infoin nomor  tipe perangkatnya dm kak mimin tunggu terima kasih ghaza,positive
oalah ,neutral
jelang ramadan  umumkan paket unlimited harian unlimitednonstop ,positive
 bar mulu dri tdi sore,negative
ya allah  taaaiii ,negative
anjinggggg smafren,negative
smafren bajingannnn,negative
 anj,negative
tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman setia alin,positive
provider yg kuotanya murah tri sih gue ganti  udh mahal sinyalnya kek asu,positive
hai teman  mimin cekvnomornya normal nih kak agar terjaga data privasi kakak yuk infokan kendalanya tanggal capture notifikasi pemotongan pulsanya mimin tunggu dm link ya kak terima kasih bela,positive
hmm pke  sinyal jlek bgtt,negative
pastinya dooonggg seneng banget bangeeeett makasii  lope deh,positive
mantap nih teman  udah gak sabar banget nih kak jangan lupa siapin kuota  ya biar streamingnya lanjay tetap jaga kesehatan ya kak jangan lupa pakai masker terima kasih sobat setia  bela,positive
sayang banget yah teman  gak nyaman yuk ceritain dm infoin nomor tipe perangkatnya mimin bantu maksimal terima kasih indri,positive
asiaap kak mimin langsung meluncur dm ya kak terima kasih sobat setia  ghaza,positive
setuju banget nih kak  deh dihati memanjakan penggunanya beneran bikin betah pengen internetan terus tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman setia  hana,positive
wow gokil memanjakan pengguna  setia,positive
halo teman  yg mimin bantu yuk curcol via dm terima kasih dul,positive
jarang dipake internetnya udah nyangkut manamana diisi pulsa guys kayak ni diisin pulsa tetep gamau anjjggg fuck ,negative
musim hujan rumah internetan pakai  minum coklat hangat nonton netflix duuuh impian banget sih kalo itu hujan gak ngebosenin kak terima kasih hana,positive
mantul banget ya teman  nonton motogp pakai  lancar jaya ya kak tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman  ghaza,positive
sih tim  dimanapun sinyal,positive
jangan kelewatan serunya permainan messi kawankawan tim psg liga france memukau pe,positive
bener banget teman  kuy langsung kepoin aja tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman  indri,positive
saya pakai  jelek pasaran sinyalnya  parah cek saldo sinyal ge saya baca twitter banget komplain sinyal  parah banget,negative
hai kak sri maaf banget ya terkait sinyal lemah yuk infoin no hp tanggal kejadian lokasi kelurahan kecamatan kota no telkomsel berkendala via dm sani bantu cek privasi terjaga tkssani,positive
layak retweet menteri perdagangan di goreng anggota dpr video ri pecat mendag mundur denise ginting mafia telko,positive
udah langganan telkomsel jaringannya emang stabil gitu ,positive
baru tau telkomsel jaringannya cepet kayak gini ,positive
hai kak put maaf banget ya terkait sinyal lemah yuk infoin no hp tanggal kejadian lokasi kelurahan kecamatan kota no telkomsel berkendala via dm sani bantu cek privasi terjaga tkssani,positive
pagi admin mohon bantuan nomor hp dipakai mengirim sms nomor hp lain laporan pengiriman nya dimana sms terkirim pulsa terpotong,positive
besok ganti logo,neutral
halooo mengisi paket data dana terpotong tp akffitnya paket datanya,positive
sinyal telkomsel lemot sinyalnya dikumpulin lombok motogp run,negative
berembe kabar selama depan telkomsel lokasi acara international nih ada bis,neutral
hai kak alfiyan maaf terkait akses internet lambat ya kak yuk infokan nomor hp kejadian lokasi min kelurahan &amp, nomor telkomsel yg berkendala via dm bantu cek privasi terjaga tks el
prediksi peandingan bola bayern munchen vs union berlin link daftar silahkan klik prediksi nya dp via pulsa telkomsel tanpa potongan bisa dp via dana ovo gopay ya bosku ,positive
